분류군ID,학명,국명,분류계급,이명여부,명명자,명명년도,최초명명자,최초명명년도,설명,,
1000751,Carex remotiuscula,층실사초,Species,Ready(Synonym),,,,,오대산 이북 습기가 있는 그늘에서 자라는 다년초로서 높이 30~50cm 이며 근경에서 총생한다. 잎은 편평하고 너비 l-2mm로서 연한녹색이며 밑부분의 잎집은 색깔이 연하다. 수상화서는 때로 다소 굴곡되고 길이 3?10cm로서 4?7개의 소수가 달리며 소수는 대부분 암꽃이지만 밑부분에 수꽃이 약간 있고 연한녹색이며 길이 4~6_로서 밑부분의 것이 가장 멀리 떨어진다. 포는 밑부분의 것은 원줄기보다 길지만 위로 올라가면서 작아지거나 없어진다. 자화영은 난형 또는 타원형이며 길이 2.5mm로서 색깔이 연하고 뒤쪽은 녹색이며 1맥이 있고 끝이 뾰족하다. 과포는 포영보다 길며 거의 곧추서고 길이 3mm로서 연한녹색이며 편평한 피침상 난형이고 맥이많으며 가장자리의 좁은 날개 윗부분에 톱니가 있고 부리〔嘴〕는 길며 깊게 갈라진다.수과는 팽팽하게 들어 있고 길이 1.5_로서 렌즈상 난형이며 암술대는 곧추서고 밑부분이 굵으며 끝이 2개로 갈라진다.,,
1000752,Carex rhynchophysa,왕삿갓사초,Species,Ready(Synonym),,,,,,,
1000753,Carex rigescens,진남포사초,Species,Ready(Synonym),,,,,,,
1000754,Carex rostrata,큰물삿갓사초,Species,Ready(Synonym),,,,,,,
1000755,Carex rugulosa,큰천일사초,Species,Ready(Synonym),,,,,"바닷물과 합쳐지는 냇가의 습지에서 자라는 다년초로서천일사초와 비슷하지만 보다 크고 수과의 부리 끝이 넓어지지 않는다. 높이 40~70cm로서 근경이 길게 벋으며 잎은편평하고 너비 5~10mm이며 밑부분의 잎집은 잎이 없고짙은 적갈색이며 그물같이 약간 갈라진다. 윗부분의 3~5개의 소수는 수꽃이고 선형이며 길이 2?4cm로서 짙은갈색이고 자소수는 2~4개가 밑부분에 달리며 원주형이고 길이3~6cm, 지름 8_로서 밑부분일수록 대가 길며 떨어져 있다. 포는 잎 같고 첫째 포에 때로 짧은 잎집이 있으며 자화영은 난형이고 혹갈색이며 가장자리가 흰 막질이고 끝이 둥글며 까락 끝이고 길이 4~5mm로서 뒷면 녹색부에 3맥이 있다.과포는 포영보다 길며 장타원상원추형이고 길이 6?7mm 로서갈색이 돌며 털이 없고 맥이 있으며 부리는 짧고 굵으며 끝이2개로 갈라진다. 수과는 헐겁게들어 있고 길이 3mm 정도로서난형이며 암술대는 곧고 끝이 3개로 갈라진다.",,
1000756,Carex rupestris,눈사초,Species,Ready(Synonym),,,,,잔디같이 작은 사초로서 관모봉 바위 겉에서 자라고 높이 10~15cm이며 벋는 줄기가 있다. 잎은 편평하거나 접히며 너비 1.5~3_로서 키가 원줄기와 거의 비숫하다. 화수（花?）는 끝부분에 1개가 달리고 길이 1?2cm. 지름 2~3mm로서 피침형이며 윗부분에는 수꽃이 암꽃보다 많이 달리고 밑부분에는 암꽃이 달린다. 자화영（雌花穎）은 난상 원형으로서 중축（中軸）을 감싸며 흑갈색이고 가장자리가 넓으며투명하다. 과포（果苞）는 포영（苞穎）보다 약간 길고 곧추서며 길이 3?4mm로서 도란형이고 얇으며 털이 없고 잔맥이 있으며 부리는 짧고 끝이 밋밋하다. 수과는 팽팽하게 들어 있으며 길이 3mm 정도로서 타원상 도란형이고 암술대는 곧으며 밑부분이 굵고 끝이 3개로 갈라진다.,,
1000757,Carex sabynensis,실청사초,Species,Ready(Synonym),,,,,"햇볕이 드는 풀밭에서 자라는 다년초로서 총생하고 높이 20-50cm 이다. 잎은 꽃이 진 다음 자라며 너비 2?3mm 이고 밑부분의잎집은 실처럼 갈라져서 밑부분을 덮는다. 소수는 2~3개가 서로접근하여 서며 정소수는 수꽃이고 길이 1~1.5αη로서 곤봉형이며 측소수는 난형 또는 장타원형이고 길이 5~15_이며 첫째소수는 짧은 대가 있다. 포는 침형이고 길이 3~10mm의 잎집이있으며 자화영은 도란형이고 길이 3_로서 밤색 또는 황갈색이며 뒷면은 녹색으로서 1맥이 있고 끝이 둥글거나 뾰족하며 응화영은 끝이 뾰족하지만 까락처럼 되지 않는다. 과포는 포영보다약간 길고 비스듬히 달리며 세모진 도란형이고 길이 3mm로서잔맥과 털이 있으며 연한녹색이고 부리는 짧으며 끝이 뾰족하게2개로 갈라진다. 수과는 팽팽하게 들어 있고 세모진 넓은 도란형이며 길이 2mm 로서 끝이 작은 쟁반처럼 커진다. 암술대는 밑부분이 굵고 끝이3개로 갈라지며 끝까지 남는다. 과포의 능선 이외에 털이 없는 것을 지리실청사초, var. leiosperma Ohwi 라 하고 부리실청사초. var. rostrata Ohwi는 벋는 줄기가 있으며 금강산 이북에서 자란다.",,
1000758,Carex sachalinensis,,Species,Ready(Synonym),,,,,,,
1000759,Carex scabrifolia,천일사초,Species,Ready(Synonym),,,,,바닷물과 합쳐지는 냇가의 습지에서 자라는 다년초로서높이 30~70cm이고 벋는 줄기가 길게 벋는다. 잎은 너비1.5~2.5_로서 편평하며 밑부분의 잎집은 잎이 없고 적자색에서 자주색으로 되며 그물처럼 갈라진다. 소수는 3~5개로서 윗부분의 卜3개는 수꽃이고 가깝게 붙어 있으며길이 2~4cm로서 선형이고 자소수는 1~2개가 밑부분에달리며 장타원형이고 곧추서며 길이 1~2αη이고 첫째 소수는 짧은 대가 있다. 첫째 포는 잎 같으며 꽃줄기보다 길지만 끝부분의 것은 매우 작고 자화영은 난상 3각형이며길이 5_로서 끝이 뾰족하고 뒷면 녹색부에 3맥이 있으며 구리색이다. 과포는 포영보다 길고 비스듬히 달리며 세모진 장타원형이고 길이 7?8_로서 연한 황갈색이며 밋밋하고맥이 많다. 부리는 끝이 딱딱하며 2개로 갈라진다. 수과는 팽팽하게 들어 있고 길이 4~5mm로서 세모진 타원형이며 암술대는 밑부분이 굵고 끝이 3개로갈라진다.,,
1000760,Carex schmidtii,참뚝사초,Species,Ready(Synonym),,,,,"금강산 이북의 습지에서 자라는 다년초로서 총생하며 높이 50?70αη 이다. 잎은 너비 2?4mm로서 편평하고 밑부분의 잎집은 잎이 없으며 흑갈색이고 그물같이 갈라진다.소수는 3~4개로서 서로 인접해 있으며 정소수 卜2개는수꽃이고 길이 2~3cm로서 선형이며 첫째 소수 1~2개는암꽃이고 원주형이며 첫째 것은 대가 약간 있고 길이 1?3cm, 지름 3mm 정도이다. 첫째 포는 잎 같으며 꽃줄기보다짧고 밑부분이 터지며 자화영은 난상 피침형이고 짙은 흑갈색이며 길이 2.5mm 정도로서 끝이 둔하고 가장자리가흰 막질이며 뒷면에 1맥이 있다. 과포는 포영과 길이가 같으나 너비는 2배 정도이고 난원상 렌즈형이며 길이 2.5mm정도로서 젖꼭지 같은 돌기가밀포되어 있고 녹갈색이지만윗부분에 자갈색 반점이 있으며 부리가 매우 짧고 끝이 밋밋하다. 수과는 헐겁게 들어 있으며 길이 2mm 정도로서 거의둥근 렌즈형이고 암술대는 곧으며 밑부분이 굵고 끝이 2개로 갈라진다.",,
1000761,Carex sedakowii,난쟁이사초,Species,Ready(Synonym),,,,,,,
1000762,Carex shimidzensis,산꼬리사초,Species,Ready(Synonym),,,,,,,
1000763,Carex siderosticta,대사초,Species,Ready(Synonym),,,,,트인 숲속에서 자라는 다년초로서 높이 10?40cm이고 굵은 근경과 벋는 줄기가 있으며 포가 달려 있는 윗부분은꽃줄기와 더불어 털이 약간 있으나 밑부분은 밋밋하다. 잎은 넓은 피침형이고 3맥이 뚜렷하며 뒷면에 털이 약간 있고 너비 l~3cm로서 밑부분이 엉성한 잎집으로 되며 밑부분의 잎집은 잎이 없고 연한갈색이다. 소수는 4?8개이며각 소수의 윗부분에는 수꽃. 밑부분에는 암꽃이 1 개 또는 2개씩 달리고 길이 1?2cm로서 대가 있으며 곧추선다. 포는통같이 되고 잎이 없으며 자화영은 장타원형이고 길이 4mm로서 뒷면 녹색부가 넓으며 3맥이 있고 끝이 둔하며 양쪽가장자리는 흰 막질로서 구리색의 반점이 있다. 과포는 포영보다 약간 짧고 서며 세모진타원형이고 길이 3mm로서 털이 없으며 잔맥이 있고 연한녹색 바탕에 구리색 반점이 있으며 부리는 극히 짧고 끝이 밋밋하다. 수과는 팽팽하게 들어 있으며 타원형이고 길이 2.5mm로서 끝에 작은 돌기가 있으며암술대는 곧고 끝이 3개로 갈라진다.,,
1000764,Carex siroumensis,포태사초,Species,Ready(Synonym),,,,,포태산의 암석ス 1（岩石地）에서 자라는 다년초로서 총생하며 높이 20?30cm이고 끝이 흰다. 잎은 편평하거나 접히며 너비 1?2.5_이고 밑부분의 잎집은 짙은갈색이며 섬유처럼 갈라져서 밑부분을 둘러싼다. 소수는 3~4개로서 밑부분에 긴 대가 있는 것을 제외하고는 서로 접근하고 정소수（頂小?）는 끝부분에 암꽃. 밑부분에 수꽃이 달리는 것과 모두 수꽃인 것이 있으며 길이 1 ? 1.5cm로서 곤봉상 도란형이고측소수（側小穗）는 암꽃뿐이며 길이 1?2cm. 지름 4~5mm로서 곤봉상 장타원형이다. 첫째 포（苞）는 침형이고 잎집이 있으며 자화영（雌花穎）은 타원상 난형이고 길이 4mm 정도로서 흑갈색이며 가장자리가 약간 투명한 막질이고 끝이 뾰족하며 뒷면에 1맥이 있다. 과포（果苞）는 포영（苞穎）보다 2배 정도 길고 장타원상 막질이며길이 5?6_로서 연한녹색 바탕에 혼히 짙은갈색 반점과 더불어 잔맥이 있고 전체에 가시 같은 털이 있으며 윗부분이 점차 좁아지고 끝부분은 혹갈색으로서 깊게갈라진다. 수과는 헐겁게 들어 있으며 길이 1.7mm 정도로서 장타원형이고 짧은 대가 있으며 암술대는 곧고 끝이 3개로 갈라진다.,,
1000765,Carex stipata,양덕사초,Species,Ready(Synonym),,,,,평남 양덕지방（陽德地方）의 습지에서 자라는 다년초로서 높이 30~60cm 이고 근경（根莖）이 짧다.잎은 밝은녹색이며 너비 3~7mm 이고 밑부분의 잎집〔葉?〕은 연한 황갈색 또는 흑갈색이며 흔히 섬유처럼 잘게 갈라진다. 수상화서（??花序）는 길이3?6αη 로서 원주형 또는 난상 원주형이고 소수（小穗）는 난상 원형이며 길이 6~10mm. 너비 4-8mm 로서 끝에 수꽃이 약간 달리고 밑부분에 암꽃이 달린다. 포（苞）는 작으나 밑부분의 것은 침형으로서 길이 3cm이다. 자화영（雌花穎）은 난형이며 길이 3.5mm 로서 끝이 까락처럼 뾰족하고 색깔이 연하거나 다갈색이며 뒷면에 1맥이 있다. 과포는 포영보다 길고 퍼지며 길이 5_로서 편평한 넓은 피침형이고 연한녹색이며 뒷면은 맥이 많으나 표면은 맥이 적고 가장자리는 중앙에서 끝까지 좁은 날개가 있으며 윗부분에 좁은 톱니가 있고 밑부분이심장저이며 짧은 대가 있고 긴 부리 끝이 2개로갈라진다. 수과는 팽팽하게 들어 있으며 길이 1.7mm로서 넓은 난상 렌즈형이고 암술대는 끝이 2개로 갈라진다.,,
1000766,Carex subspathacea,애기천일사초,Species,Ready(Synonym),,,,,,,
1000767,Carex subumbellata,,Species,Ready(Synonym),,,,,설령의 고산초원에서 자라는 다년초로서 높이 20~30cm이고 원줄기는 성글게 총생하며 옆에서 새싹이 돋는다.잎은 편평하고 너비 2~3_이며 밑부분의 잎집은 황갈색이고 거의 갈라지지 않는다. 소수는 3?5개가 서로인접해 있으며 정소수는 길이 1cm 이고 측소수는 암꽃이며 길이 10?25mm로서 장타원상 원주형이고 첫째소수는 떨어져 있으며 긴 대가 있다. 첫째 포는 잎 같고소수보다 짧으며 밑부분이 통처럼 되고 자화영은 도란형이며 길이 3mm로서 흑갈색이고 끝이 뾰족하다. 과포는 포영보다 약간 길며 도란상 장타원형이고 길이 3-3.5mm로서 잔털이 있거나 없으며 맥도 거의 없고 부리는 짧으며 끝이 오목하다.수과는 팽팽하게 들어 있고세모진 도란형이며 길이 2_로서 끝에 압편（壓扁）된 반（盤）이 있고 암술대는짧으며 원형이고 끝이 3개로 갈라진다.,,
1000768,Carex tegulata,구슬사초,Species,Ready(Synonym),,,,,,,
1000769,Carex teinogyna,폭이사초,Species,Ready(Synonym),,,,,,,
1000770,Carex tenuiflora,별사초,Species,Ready(Synonym),,,,,"압록강 연안과 높은 지대의 습지에서 자라는 다년초로서 총생하고 높이 20?60cm 이다. 잎은 너비 1~1.5_로서 꽃줄기와 더불어 젖꼭지 같은 돌기가 밀생하며 회록색이고 밑부분의잎집은 잎이 없으며 회갈색이고 그물이 약간 생긴다. 소수는 2?3개이며 도란상 원형이고 길이 3~6_로서 꽃줄기 끝에모여달리며 윗부분에 암꽃, 밑부분에 수꽃이 있다. 자화영은 난형이고 길이 3mm 정도로서 끝이 둔하며 갈색으로 익고 뒷면녹색부에 1맥 또는 3맥이 있다. 과포는 포영과 길이가 비슷하거나 길며 곧추섰다가 옆으로 퍼지고 길이 2.5~3mm로서 회록색에서 연한갈색으로 변하며 겉에 젖꼭지 같은 돌기와 더불어 많은 맥이 있고 부리가 없으며 끝이 밋밋하다. 수과는 팽팽하게 들어 있고 도란상 타원형이며길이 2mm 정도로서 양쪽이 볼록하고 암술대는 '밑부분이 굵으며 끝이 2개로 갈라진다. 이와 비슷한 것으로 잎은 녹색이고 너비 l~2mm로서 밋밋하며 소수는 길이 3~&nm이고 과포는 포영 길이의 2배 정도이며 맥이 도드라진 것을 258+. 북사초, C. loliacea L. 라고 한다. 함경도에서 자란다.",,
1000771,Carex tenuiformis,나도그늘사초,Species,Ready(Synonym),,,,,,,
1000772,Carex thunbergii,,Species,Ready(Synonym),,,,,,,
1000773,Carex transversa,화살사초,Species,Ready(Synonym),,,,,,,
1000774,Carex tristachya,반들사초,Species,Ready(Synonym),,,,,,,
1000775,Carex tuminensis,중삿갓사초,Species,Ready(Synonym),,,,,,,
1000776,Carex uda,개바늘사초,Species,Ready(Synonym),,,,,"북부지방의 습한 임지에서 자라는 다년초로서 총생하고 높이 15~ 50cm, 지름 1mm정도이며 능각（?角）이 예리하고 밋밋하다.잎은 편평하며 너비 2~3? 로서 연한녹색이다. 소수는 끝에 1개 달리고 길이 7?10mm로서 윗부분에는 수꽃. 밑부분에는 암꽃이 달리며난형 또는 장타원형이다. 수꽃부분은 2~6개의 꽃으로 되고 길이 2?3?이며 암꽃부분은 너비 5-6_이다. 자화영은 난상 피침형이고 끝이 뾰족하며 연한 구리색이고 뒷면 녹색부에 1맥이 있다.과포（果苞）는 포영（苞穎）보다 길며 곧거나 약간 뒤로 젖혀지고 난상 피침형이며 길이 2?3.5mm로서 잔맥이 있고 연한녹색이며 부리는 약간 길고 끝이 약간 파진다. 수과는 헐겁게 들어 있으며 길이 2mm 정도로서 난상 타원형이고 암술대는 곧으며 끝이 3개로 갈라진다.",,
1000777,Carex ulobasis,산양지사초,Species,Ready(Synonym),,,,,,,
1000778,Carex ussuriensis,싸라기사초,Species,Ready(Synonym),,,,,금강산 이북의 숲속에서 자라는 다년초로서 가늘게 벋는 줄기가 자라면서 성글게 총생하고 높이 20?40cm 이다. 잎은 지름 1_ 정도로서 거의 곧추서며 밑부분의잎집은 검은 황갈색이고 거의 갈라지지 않는다. 소수는2~3개로서 서며 흰빛이 돌고 정소수는 수꽃이며 길이7~15_로서 긴 대가 있고 측소수는 암꽃이며 장타원형으로서 꽃이 약간 드문드문 달리고 길이 5~10mm 이며 긴 대가 있다. 포는 긴 통같이 되고 가장자리가 넓은막질로 되며 자화영은 타원형으로서 거의 막질이고 끝이 튀어나오며 밑부분을 감싼다. 과포는 거의 서고 길이3~3.5mm 로서 녹색에서 흑색으로 되며 처음에는 털이약간 있고 맥이 많으며 도란형이고 부리는 짧으며 끝이 밋밋하다. 수과는 약간팽팽하게 들어 있고 길이 2mm 정도이며 암술대는 곧고 밑부분이 굵으며 끝이 3개로 갈라진다.,,
